timestamp,Station | Dostyk St,Station | Astana Mall,Station | Seifullin St,Station | Triumphal Arch,Station | Palace of Peace,Station | Zhastar Ave,Station | Khan Shatyr,Station | Shakarim St,Station | Central Park,Station | Kosmonavtov St,Station | Kenesary St,Station | Saryarka Ave,Station | Botanical Garden,Station | Abylai Khan Ave,Station | Respublika Ave,Station | Syganak St,Station | Keruen City,Station | Turan Ave,Station | Bogenbai Batyr Ave,Station | Mangilik El Ave,Station | University Quarter,Station | Expo 2017,Station | Kabanbay Batyr Ave,Station | Mega Silk Way,Station | Baiterek,Station | Sarayshyk St,Station | River Embankment,Station | Nurly Zhol,Line | Line 1,Line | Line 2,Line | Line 3,Line | Line 4,Line | Line 5,Line | Line 6,Line | Line 7,Line | Line 8,Line | Line 9,District | Esil,District | Almaty,District | Saryarka,District | Baikonur,Network | Total
2025-10-07 14:45:00,8.0,11.0,22.0,21.0,22.0,22.0,13.0,13.0,35.0,7.0,11.0,17.0,10.0,15.0,35.0,29.0,19.0,10.0,38.0,19.0,7.0,16.0,19.0,27.0,20.0,15.0,11.0,24.0,170.0,186.0,213.0,213.0,183.0,144.0,208.0,211.0,180.0,131.0,145.0,145.0,95.0,516.0
2025-10-07 15:00:00,9.0,18.0,40.0,25.0,19.0,16.0,31.0,19.0,24.0,23.0,6.0,17.0,24.0,12.0,16.0,7.0,22.0,10.0,32.0,27.0,18.0,19.0,13.0,26.0,33.0,24.0,7.0,9.0,194.0,234.0,268.0,229.0,201.0,164.0,163.0,162.0,187.0,193.0,114.0,147.0,92.0,546.0
2025-10-07 15:15:00,13.0,20.0,37.0,25.0,30.0,19.0,31.0,8.0,31.0,15.0,13.0,20.0,20.0,12.0,26.0,15.0,9.0,33.0,27.0,8.0,9.0,10.0,15.0,32.0,51.0,28.0,16.0,22.0,229.0,232.0,228.0,214.0,176.0,143.0,197.0,242.0,274.0,198.0,155.0,164.0,78.0,595.0
2025-10-07 15:30:00,19.0,14.0,55.0,20.0,32.0,27.0,17.0,11.0,56.0,7.0,16.0,27.0,11.0,11.0,28.0,13.0,7.0,37.0,38.0,14.0,11.0,29.0,30.0,9.0,43.0,11.0,5.0,19.0,218.0,206.0,244.0,239.0,193.0,152.0,241.0,272.0,275.0,167.0,123.0,246.0,81.0,617.0
2025-10-07 15:45:00,26.0,14.0,35.0,25.0,30.0,40.0,13.0,10.0,30.0,14.0,26.0,34.0,15.0,41.0,29.0,53.0,23.0,28.0,28.0,24.0,10.0,22.0,16.0,26.0,52.0,46.0,17.0,13.0,255.0,268.0,299.0,314.0,273.0,218.0,272.0,285.0,268.0,197.0,256.0,173.0,114.0,740.0
2025-10-07 16:00:00,10.0,22.0,35.0,23.0,15.0,34.0,39.0,22.0,46.0,21.0,15.0,29.0,37.0,22.0,34.0,19.0,25.0,24.0,47.0,29.0,16.0,54.0,48.0,31.0,35.0,18.0,28.0,35.0,306.0,341.0,356.0,313.0,256.0,211.0,301.0,313.0,297.0,264.0,172.0,232.0,145.0,813.0
2025-10-07 16:15:00,17.0,26.0,36.0,26.0,29.0,49.0,40.0,13.0,29.0,30.0,47.0,29.0,32.0,27.0,27.0,24.0,28.0,20.0,88.0,13.0,20.0,26.0,70.0,30.0,67.0,30.0,29.0,30.0,393.0,393.0,382.0,346.0,303.0,220.0,307.0,380.0,388.0,270.0,243.0,273.0,146.0,932.0
2025-10-07 16:30:00,21.0,15.0,35.0,34.0,16.0,20.0,56.0,16.0,29.0,28.0,23.0,18.0,34.0,29.0,44.0,36.0,52.0,23.0,45.0,24.0,10.0,13.0,17.0,35.0,57.0,47.0,48.0,52.0,348.0,354.0,360.0,310.0,316.0,241.0,285.0,329.0,335.0,257.0,271.0,186.0,163.0,877.0
2025-10-07 16:45:00,40.0,49.0,29.0,58.0,34.0,40.0,24.0,23.0,50.0,18.0,23.0,42.0,31.0,25.0,31.0,49.0,24.0,67.0,27.0,27.0,17.0,54.0,37.0,23.0,24.0,38.0,22.0,21.0,328.0,323.0,394.0,388.0,318.0,266.0,398.0,380.0,367.0,273.0,240.0,273.0,161.0,947.0
2025-10-07 17:00:00,33.0,39.0,60.0,33.0,59.0,41.0,34.0,19.0,94.0,36.0,18.0,40.0,26.0,41.0,29.0,35.0,31.0,33.0,68.0,28.0,30.0,48.0,41.0,29.0,91.0,36.0,42.0,62.0,459.0,447.0,464.0,442.0,395.0,294.0,406.0,485.0,507.0,331.0,296.0,348.0,201.0,1176.0
2025-10-07 17:15:00,44.0,31.0,44.0,66.0,70.0,48.0,72.0,11.0,89.0,14.0,41.0,30.0,22.0,19.0,29.0,24.0,53.0,19.0,136.0,25.0,25.0,23.0,39.0,52.0,107.0,20.0,32.0,51.0,507.0,545.0,514.0,463.0,415.0,264.0,396.0,463.0,539.0,397.0,249.0,382.0,208.0,1236.0
2025-10-07 17:30:00,35.0,51.0,63.0,53.0,24.0,90.0,80.0,22.0,101.0,48.0,20.0,26.0,35.0,55.0,38.0,15.0,100.0,51.0,92.0,25.0,46.0,60.0,41.0,36.0,106.0,20.0,41.0,22.0,524.0,641.0,625.0,505.0,449.0,357.0,501.0,494.0,516.0,442.0,261.0,405.0,288.0,1396.0
2025-10-07 17:45:00,48.0,44.0,75.0,39.0,70.0,34.0,27.0,13.0,78.0,19.0,38.0,56.0,18.0,29.0,45.0,39.0,80.0,56.0,106.0,19.0,17.0,34.0,44.0,64.0,93.0,23.0,51.0,81.0,534.0,551.0,581.0,522.0,438.0,289.0,422.0,537.0,554.0,348.0,314.0,420.0,258.0,1340.0
2025-10-07 18:00:00,25.0,68.0,49.0,23.0,110.0,31.0,36.0,22.0,85.0,17.0,27.0,27.0,29.0,29.0,58.0,38.0,38.0,44.0,96.0,37.0,28.0,48.0,60.0,36.0,67.0,40.0,15.0,35.0,529.0,474.0,439.0,410.0,351.0,232.0,419.0,533.0,572.0,294.0,334.0,381.0,209.0,1218.0
2025-10-07 18:15:00,61.0,72.0,51.0,55.0,81.0,47.0,24.0,22.0,152.0,30.0,44.0,67.0,25.0,19.0,26.0,48.0,34.0,29.0,48.0,42.0,38.0,41.0,43.0,77.0,73.0,24.0,39.0,32.0,468.0,480.0,530.0,519.0,415.0,334.0,519.0,555.0,574.0,400.0,311.0,406.0,227.0,1344.0
2025-10-07 18:30:00,18.0,26.0,33.0,19.0,67.0,38.0,101.0,36.0,109.0,14.0,27.0,28.0,23.0,39.0,50.0,56.0,67.0,49.0,76.0,40.0,41.0,31.0,44.0,34.0,73.0,46.0,43.0,52.0,534.0,498.0,418.0,384.0,374.0,279.0,489.0,566.0,594.0,350.0,342.0,365.0,223.0,1280.0
2025-10-07 18:45:00,43.0,13.0,90.0,62.0,72.0,55.0,34.0,17.0,95.0,40.0,21.0,21.0,20.0,53.0,57.0,33.0,11.0,34.0,73.0,18.0,19.0,31.0,80.0,52.0,36.0,38.0,21.0,60.0,396.0,344.0,513.0,515.0,450.0,336.0,474.0,552.0,483.0,275.0,335.0,432.0,157.0,1199.0
2025-10-07 19:00:00,26.0,31.0,99.0,46.0,46.0,19.0,101.0,11.0,91.0,25.0,33.0,34.0,31.0,27.0,39.0,59.0,30.0,28.0,67.0,30.0,34.0,55.0,21.0,44.0,62.0,24.0,34.0,51.0,454.0,482.0,495.0,493.0,424.0,323.0,401.0,420.0,488.0,407.0,287.0,343.0,161.0,1198.0
2025-10-07 19:15:00,26.0,18.0,44.0,67.0,26.0,27.0,73.0,20.0,39.0,37.0,53.0,52.0,45.0,33.0,11.0,54.0,35.0,31.0,87.0,30.0,13.0,34.0,34.0,31.0,52.0,19.0,27.0,65.0,409.0,460.0,511.0,485.0,425.0,306.0,333.0,345.0,410.0,367.0,260.0,281.0,175.0,1083.0
2025-10-07 19:30:00,10.0,32.0,41.0,11.0,43.0,59.0,46.0,20.0,26.0,22.0,18.0,20.0,23.0,21.0,21.0,19.0,47.0,11.0,34.0,33.0,21.0,68.0,19.0,8.0,38.0,35.0,32.0,38.0,384.0,337.0,325.0,274.0,243.0,237.0,252.0,323.0,306.0,235.0,211.0,161.0,209.0,816.0
2025-10-07 19:45:00,43.0,19.0,69.0,17.0,41.0,36.0,43.0,7.0,46.0,31.0,30.0,38.0,27.0,41.0,24.0,32.0,46.0,23.0,66.0,26.0,9.0,56.0,28.0,40.0,51.0,20.0,27.0,28.0,362.0,427.0,481.0,440.0,359.0,245.0,268.0,312.0,329.0,281.0,246.0,282.0,155.0,964.0
2025-10-07 20:00:00,35.0,40.0,45.0,34.0,10.0,32.0,25.0,31.0,31.0,18.0,13.0,16.0,31.0,22.0,9.0,30.0,23.0,34.0,97.0,18.0,10.0,32.0,23.0,19.0,60.0,15.0,37.0,40.0,281.0,365.0,403.0,379.0,367.0,245.0,258.0,254.0,291.0,227.0,154.0,296.0,153.0,830.0
2025-10-07 20:15:00,16.0,24.0,35.0,40.0,19.0,31.0,11.0,11.0,29.0,15.0,14.0,34.0,20.0,8.0,54.0,19.0,31.0,23.0,53.0,24.0,13.0,33.0,11.0,34.0,22.0,16.0,28.0,26.0,207.0,270.0,330.0,298.0,249.0,203.0,272.0,264.0,195.0,207.0,173.0,178.0,136.0,694.0
2025-10-07 20:30:00,23.0,19.0,32.0,19.0,37.0,10.0,21.0,11.0,42.0,8.0,23.0,35.0,19.0,33.0,10.0,29.0,27.0,25.0,22.0,32.0,24.0,19.0,20.0,36.0,65.0,22.0,16.0,34.0,287.0,296.0,284.0,267.0,225.0,157.0,227.0,263.0,308.0,238.0,178.0,175.0,122.0,713.0
2025-10-07 20:45:00,15.0,11.0,29.0,9.0,19.0,16.0,21.0,17.0,28.0,14.0,8.0,16.0,23.0,12.0,20.0,9.0,35.0,10.0,40.0,6.0,12.0,18.0,38.0,13.0,42.0,16.0,31.0,15.0,223.0,231.0,241.0,192.0,182.0,131.0,179.0,213.0,208.0,154.0,129.0,177.0,83.0,543.0
2025-10-07 21:00:00,14.0,19.0,36.0,11.0,15.0,35.0,18.0,7.0,27.0,18.0,19.0,7.0,3.0,18.0,18.0,11.0,32.0,16.0,35.0,14.0,16.0,17.0,24.0,19.0,18.0,13.0,7.0,24.0,199.0,186.0,217.0,193.0,171.0,139.0,179.0,214.0,193.0,109.0,119.0,159.0,124.0,511.0
2025-10-07 21:15:00,11.0,14.0,37.0,21.0,27.0,27.0,39.0,8.0,17.0,8.0,11.0,27.0,7.0,10.0,25.0,6.0,14.0,5.0,35.0,3.0,19.0,21.0,33.0,21.0,14.0,18.0,15.0,39.0,230.0,202.0,220.0,205.0,154.0,125.0,171.0,236.0,217.0,169.0,120.0,146.0,97.0,532.0
2025-10-07 21:30:00,11.0,1.0,34.0,7.0,25.0,8.0,22.0,10.0,23.0,9.0,20.0,10.0,21.0,12.0,14.0,14.0,17.0,12.0,25.0,15.0,11.0,16.0,18.0,17.0,29.0,11.0,12.0,21.0,180.0,170.0,189.0,165.0,149.0,109.0,134.0,175.0,182.0,133.0,117.0,133.0,62.0,445.0
2025-10-07 21:45:00,13.0,13.0,24.0,17.0,13.0,13.0,14.0,5.0,16.0,3.0,9.0,6.0,13.0,9.0,11.0,10.0,17.0,8.0,18.0,10.0,16.0,11.0,14.0,21.0,20.0,23.0,7.0,8.0,142.0,142.0,157.0,137.0,116.0,89.0,122.0,138.0,138.0,118.0,85.0,98.0,61.0,362.0
2025-10-07 22:00:00,7.0,5.0,26.0,8.0,8.0,14.0,20.0,9.0,7.0,12.0,13.0,11.0,3.0,4.0,12.0,8.0,11.0,7.0,25.0,17.0,7.0,9.0,24.0,29.0,18.0,17.0,15.0,16.0,141.0,135.0,154.0,148.0,131.0,109.0,119.0,140.0,135.0,105.0,89.0,105.0,63.0,362.0
2025-10-07 22:15:00,6.0,4.0,9.0,5.0,3.0,8.0,8.0,3.0,14.0,0.0,1.0,6.0,5.0,6.0,11.0,7.0,2.0,2.0,6.0,5.0,4.0,11.0,3.0,13.0,6.0,3.0,7.0,2.0,43.0,67.0,72.0,72.0,54.0,44.0,66.0,58.0,46.0,58.0,38.0,43.0,21.0,160.0
2025-10-07 22:30:00,2.0,2.0,8.0,3.0,4.0,3.0,19.0,3.0,10.0,4.0,6.0,5.0,8.0,2.0,7.0,1.0,6.0,3.0,9.0,11.0,3.0,3.0,7.0,3.0,13.0,3.0,3.0,6.0,69.0,70.0,56.0,43.0,46.0,36.0,51.0,55.0,73.0,57.0,30.0,42.0,28.0,157.0
2025-10-07 22:45:00,6.0,1.0,8.0,5.0,3.0,4.0,6.0,4.0,3.0,3.0,9.0,9.0,6.0,5.0,7.0,2.0,1.0,14.0,11.0,5.0,2.0,6.0,7.0,1.0,4.0,6.0,10.0,4.0,47.0,50.0,65.0,60.0,59.0,41.0,59.0,69.0,57.0,39.0,45.0,53.0,15.0,152.0
2025-10-07 23:00:00,8.0,3.0,10.0,7.0,4.0,1.0,12.0,3.0,8.0,1.0,3.0,8.0,7.0,5.0,6.0,4.0,7.0,7.0,6.0,5.0,8.0,4.0,4.0,4.0,15.0,3.0,7.0,3.0,58.0,71.0,70.0,60.0,56.0,38.0,57.0,54.0,62.0,65.0,33.0,46.0,19.0,163.0
2025-10-07 23:15:00,2.0,6.0,9.0,11.0,7.0,3.0,6.0,4.0,6.0,0.0,3.0,6.0,3.0,6.0,6.0,3.0,7.0,5.0,17.0,6.0,2.0,4.0,6.0,7.0,10.0,6.0,8.0,5.0,60.0,72.0,76.0,69.0,66.0,44.0,56.0,57.0,60.0,49.0,39.0,49.0,27.0,164.0
2025-10-07 23:30:00,4.0,2.0,15.0,4.0,4.0,3.0,7.0,0.0,7.0,4.0,2.0,4.0,2.0,5.0,2.0,9.0,7.0,4.0,4.0,3.0,6.0,6.0,5.0,8.0,5.0,9.0,4.0,3.0,50.0,50.0,63.0,63.0,52.0,42.0,47.0,49.0,48.0,42.0,39.0,39.0,18.0,138.0
2025-10-07 23:45:00,7.0,8.0,4.0,2.0,5.0,5.0,9.0,4.0,14.0,6.0,7.0,1.0,3.0,3.0,3.0,4.0,8.0,6.0,2.0,6.0,4.0,5.0,8.0,7.0,13.0,4.0,4.0,8.0,75.0,59.0,52.0,45.0,42.0,35.0,56.0,68.0,82.0,44.0,36.0,45.0,35.0,160.0
2025-10-08 00:00:00,1.0,4.0,11.0,5.0,3.0,12.0,12.0,1.0,2.0,5.0,4.0,14.0,2.0,3.0,1.0,6.0,10.0,8.0,11.0,4.0,5.0,8.0,6.0,6.0,4.0,8.0,5.0,2.0,61.0,74.0,77.0,71.0,52.0,49.0,54.0,56.0,53.0,56.0,35.0,40.0,32.0,163.0
2025-10-08 00:15:00,1.0,1.0,4.0,11.0,3.0,5.0,9.0,2.0,8.0,0.0,3.0,2.0,1.0,0.0,3.0,14.0,9.0,4.0,6.0,9.0,7.0,4.0,10.0,8.0,5.0,6.0,4.0,6.0,56.0,45.0,48.0,52.0,51.0,49.0,75.0,59.0,55.0,47.0,33.0,35.0,30.0,145.0
2025-10-08 00:30:00,6.0,7.0,3.0,3.0,2.0,9.0,15.0,4.0,9.0,2.0,6.0,7.0,7.0,11.0,6.0,5.0,3.0,3.0,10.0,6.0,0.0,6.0,4.0,11.0,10.0,5.0,3.0,5.0,63.0,87.0,73.0,68.0,53.0,35.0,48.0,52.0,66.0,59.0,40.0,39.0,30.0,168.0
2025-10-08 00:45:00,1.0,2.0,7.0,3.0,6.0,3.0,9.0,0.0,5.0,3.0,2.0,4.0,7.0,2.0,5.0,3.0,3.0,10.0,7.0,3.0,0.0,11.0,7.0,8.0,7.0,7.0,3.0,4.0,58.0,60.0,56.0,49.0,32.0,25.0,42.0,52.0,59.0,49.0,31.0,37.0,15.0,132.0
2025-10-08 01:00:00,4.0,1.0,5.0,1.0,2.0,3.0,3.0,2.0,7.0,8.0,2.0,2.0,3.0,4.0,7.0,3.0,2.0,5.0,8.0,1.0,6.0,8.0,7.0,4.0,14.0,8.0,7.0,5.0,52.0,49.0,51.0,49.0,43.0,30.0,47.0,59.0,54.0,41.0,41.0,38.0,12.0,132.0
2025-10-08 01:15:00,3.0,1.0,17.0,4.0,9.0,3.0,6.0,3.0,4.0,2.0,1.0,1.0,5.0,6.0,4.0,4.0,4.0,3.0,9.0,4.0,2.0,6.0,14.0,5.0,10.0,7.0,0.0,8.0,66.0,53.0,65.0,60.0,52.0,37.0,42.0,55.0,63.0,39.0,33.0,53.0,20.0,145.0
2025-10-08 01:30:00,5.0,3.0,6.0,3.0,6.0,1.0,1.0,2.0,15.0,4.0,4.0,9.0,3.0,3.0,5.0,4.0,6.0,4.0,3.0,0.0,5.0,11.0,5.0,12.0,9.0,3.0,5.0,4.0,52.0,60.0,67.0,62.0,35.0,25.0,47.0,57.0,54.0,53.0,34.0,40.0,14.0,141.0
2025-10-08 01:45:00,2.0,5.0,8.0,5.0,7.0,1.0,6.0,0.0,7.0,1.0,3.0,8.0,2.0,2.0,4.0,0.0,13.0,7.0,2.0,6.0,4.0,7.0,9.0,9.0,7.0,7.0,6.0,4.0,68.0,61.0,59.0,44.0,32.0,27.0,49.0,59.0,62.0,48.0,30.0,35.0,29.0,142.0
2025-10-08 02:00:00,9.0,6.0,4.0,11.0,10.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,5.0,0.0,3.0,1.0,4.0,7.0,12.0,9.0,8.0,4.0,11.0,9.0,0.0,1.0,3.0,47.0,58.0,68.0,67.0,56.0,39.0,52.0,42.0,46.0,59.0,23.0,35.0,26.0,143.0
2025-10-08 02:15:00,5.0,8.0,6.0,4.0,7.0,3.0,6.0,4.0,10.0,5.0,0.0,3.0,2.0,6.0,3.0,3.0,3.0,2.0,17.0,7.0,0.0,4.0,8.0,6.0,10.0,11.0,4.0,6.0,63.0,65.0,65.0,63.0,61.0,36.0,44.0,54.0,68.0,35.0,39.0,52.0,27.0,153.0
2025-10-08 02:30:00,9.0,0.0,4.0,0.0,6.0,8.0,13.0,1.0,12.0,2.0,6.0,3.0,5.0,7.0,4.0,4.0,2.0,2.0,17.0,11.0,2.0,10.0,10.0,5.0,6.0,8.0,6.0,6.0,67.0,68.0,65.0,62.0,61.0,36.0,59.0,70.0,69.0,44.0,43.0,55.0,27.0,169.0
2025-10-08 02:45:00,4.0,6.0,8.0,1.0,12.0,10.0,5.0,5.0,11.0,4.0,8.0,7.0,7.0,1.0,8.0,2.0,6.0,5.0,14.0,6.0,2.0,4.0,5.0,9.0,11.0,6.0,1.0,5.0,68.0,70.0,70.0,59.0,46.0,37.0,51.0,73.0,74.0,46.0,42.0,52.0,33.0,173.0
2025-10-08 03:00:00,9.0,4.0,6.0,1.0,2.0,6.0,2.0,4.0,22.0,1.0,6.0,10.0,7.0,4.0,2.0,3.0,6.0,6.0,11.0,4.0,2.0,6.0,4.0,4.0,9.0,2.0,5.0,9.0,50.0,63.0,69.0,59.0,48.0,30.0,55.0,66.0,66.0,41.0,25.0,62.0,29.0,157.0
2025-10-08 03:15:00,1.0,4.0,10.0,7.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,7.0,5.0,8.0,4.0,3.0,8.0,6.0,6.0,0.0,4.0,4.0,2.0,14.0,8.0,6.0,2.0,6.0,50.0,69.0,76.0,66.0,43.0,32.0,36.0,45.0,48.0,54.0,33.0,32.0,22.0,141.0
2025-10-08 03:30:00,6.0,0.0,2.0,4.0,3.0,6.0,4.0,2.0,9.0,4.0,4.0,1.0,7.0,9.0,6.0,5.0,5.0,7.0,4.0,5.0,1.0,3.0,13.0,4.0,11.0,5.0,7.0,4.0,52.0,48.0,51.0,44.0,48.0,35.0,63.0,65.0,60.0,35.0,43.0,43.0,20.0,141.0
2025-10-08 03:45:00,7.0,4.0,4.0,8.0,4.0,8.0,5.0,3.0,8.0,1.0,2.0,7.0,5.0,6.0,6.0,4.0,3.0,3.0,6.0,4.0,6.0,10.0,1.0,1.0,14.0,7.0,5.0,1.0,51.0,61.0,61.0,57.0,48.0,37.0,53.0,51.0,49.0,56.0,35.0,32.0,20.0,143.0
2025-10-08 04:00:00,3.0,8.0,13.0,1.0,4.0,3.0,11.0,6.0,7.0,3.0,5.0,5.0,7.0,3.0,7.0,3.0,8.0,9.0,13.0,6.0,9.0,3.0,5.0,5.0,7.0,6.0,4.0,11.0,68.0,70.0,70.0,58.0,55.0,39.0,54.0,70.0,73.0,48.0,35.0,56.0,36.0,175.0
2025-10-08 04:15:00,3.0,4.0,10.0,0.0,6.0,5.0,7.0,0.0,6.0,2.0,0.0,5.0,5.0,2.0,16.0,9.0,9.0,5.0,16.0,12.0,5.0,11.0,7.0,10.0,9.0,4.0,5.0,2.0,59.0,78.0,73.0,68.0,59.0,43.0,70.0,61.0,50.0,52.0,44.0,47.0,32.0,175.0
2025-10-08 04:30:00,3.0,8.0,9.0,7.0,6.0,10.0,6.0,4.0,12.0,1.0,3.0,5.0,5.0,3.0,11.0,11.0,8.0,1.0,21.0,2.0,4.0,10.0,7.0,6.0,4.0,10.0,6.0,4.0,66.0,76.0,82.0,80.0,67.0,50.0,71.0,74.0,61.0,47.0,51.0,57.0,32.0,187.0
2025-10-08 04:45:00,6.0,10.0,10.0,14.0,8.0,6.0,15.0,3.0,8.0,1.0,2.0,5.0,7.0,5.0,2.0,7.0,2.0,4.0,8.0,7.0,5.0,0.0,6.0,4.0,7.0,7.0,1.0,8.0,65.0,63.0,65.0,63.0,62.0,49.0,60.0,57.0,75.0,57.0,33.0,45.0,33.0,168.0
2025-10-08 05:00:00,9.0,3.0,5.0,10.0,5.0,13.0,3.0,3.0,6.0,1.0,3.0,4.0,4.0,1.0,5.0,7.0,3.0,11.0,8.0,4.0,3.0,8.0,6.0,6.0,5.0,4.0,3.0,9.0,49.0,45.0,62.0,62.0,51.0,46.0,68.0,68.0,55.0,43.0,29.0,48.0,32.0,152.0
2025-10-08 05:15:00,3.0,4.0,4.0,5.0,8.0,9.0,16.0,1.0,11.0,6.0,4.0,5.0,1.0,2.0,12.0,9.0,8.0,3.0,6.0,4.0,3.0,8.0,6.0,6.0,7.0,1.0,4.0,6.0,68.0,63.0,55.0,55.0,44.0,42.0,66.0,67.0,66.0,51.0,46.0,34.0,31.0,162.0
2025-10-08 05:30:00,8.0,1.0,12.0,3.0,7.0,10.0,8.0,3.0,8.0,2.0,5.0,7.0,4.0,1.0,3.0,2.0,4.0,11.0,12.0,5.0,9.0,5.0,10.0,9.0,12.0,3.0,2.0,10.0,65.0,63.0,70.0,64.0,50.0,39.0,63.0,78.0,75.0,57.0,25.0,64.0,30.0,176.0
2025-10-08 05:45:00,4.0,1.0,14.0,5.0,10.0,7.0,3.0,2.0,6.0,3.0,3.0,4.0,6.0,6.0,9.0,7.0,7.0,3.0,7.0,4.0,5.0,11.0,11.0,5.0,7.0,17.0,3.0,9.0,79.0,57.0,74.0,68.0,55.0,45.0,60.0,83.0,70.0,46.0,58.0,47.0,28.0,179.0
2025-10-08 06:00:00,34.0,16.0,24.0,30.0,10.0,30.0,33.0,10.0,40.0,18.0,7.0,16.0,10.0,17.0,22.0,12.0,25.0,16.0,28.0,5.0,8.0,27.0,17.0,14.0,32.0,22.0,17.0,5.0,194.0,218.0,253.0,230.0,195.0,146.0,197.0,194.0,198.0,170.0,125.0,169.0,81.0,545.0
2025-10-08 06:15:00,9.0,16.0,20.0,9.0,21.0,26.0,21.0,7.0,28.0,8.0,12.0,34.0,25.0,8.0,1.0,18.0,13.0,11.0,24.0,17.0,12.0,21.0,19.0,37.0,22.0,22.0,25.0,19.0,186.0,221.0,215.0,195.0,145.0,130.0,166.0,196.0,191.0,181.0,115.0,118.0,91.0,505.0
2025-10-08 06:30:00,10.0,18.0,19.0,21.0,20.0,18.0,35.0,10.0,57.0,25.0,17.0,49.0,32.0,21.0,13.0,17.0,29.0,17.0,32.0,18.0,5.0,41.0,12.0,15.0,28.0,13.0,37.0,23.0,236.0,300.0,304.0,260.0,210.0,165.0,215.0,232.0,240.0,226.0,163.0,157.0,106.0,652.0
2025-10-08 06:45:00,28.0,15.0,48.0,46.0,23.0,4.0,30.0,8.0,27.0,9.0,7.0,21.0,18.0,23.0,30.0,19.0,27.0,34.0,35.0,19.0,17.0,22.0,34.0,14.0,36.0,28.0,20.0,44.0,266.0,241.0,299.0,273.0,255.0,173.0,250.0,268.0,278.0,204.0,159.0,214.0,109.0,686.0
2025-10-08 07:00:00,33.0,19.0,49.0,36.0,15.0,35.0,30.0,9.0,73.0,16.0,12.0,9.0,25.0,21.0,15.0,16.0,14.0,16.0,56.0,13.0,11.0,48.0,20.0,36.0,61.0,25.0,11.0,16.0,260.0,319.0,352.0,329.0,260.0,185.0,246.0,249.0,287.0,256.0,131.0,256.0,97.0,740.0
2025-10-08 07:15:00,11.0,51.0,34.0,11.0,25.0,23.0,43.0,10.0,26.0,30.0,31.0,29.0,17.0,22.0,6.0,37.0,26.0,26.0,34.0,21.0,22.0,62.0,22.0,49.0,65.0,9.0,23.0,36.0,370.0,398.0,335.0,329.0,233.0,189.0,217.0,249.0,334.0,298.0,183.0,163.0,157.0,801.0
2025-10-08 07:30:00,32.0,13.0,40.0,35.0,25.0,26.0,46.0,30.0,19.0,24.0,19.0,18.0,41.0,31.0,23.0,40.0,32.0,18.0,58.0,32.0,14.0,31.0,20.0,61.0,43.0,55.0,32.0,37.0,321.0,374.0,433.0,400.0,354.0,259.0,259.0,288.0,295.0,289.0,249.0,217.0,140.0,895.0
2025-10-08 07:45:00,31.0,15.0,43.0,34.0,17.0,39.0,40.0,33.0,67.0,12.0,22.0,18.0,16.0,32.0,52.0,57.0,27.0,55.0,79.0,40.0,38.0,29.0,41.0,39.0,73.0,40.0,23.0,54.0,358.0,368.0,393.0,407.0,384.0,281.0,446.0,448.0,424.0,287.0,255.0,349.0,175.0,1066.0
2025-10-08 08:00:00,27.0,23.0,60.0,29.0,40.0,31.0,35.0,19.0,105.0,21.0,22.0,34.0,28.0,17.0,17.0,36.0,50.0,32.0,97.0,18.0,16.0,107.0,67.0,50.0,26.0,14.0,26.0,60.0,444.0,467.0,539.0,497.0,350.0,240.0,377.0,430.0,424.0,325.0,193.0,407.0,182.0,1107.0
2025-10-08 08:15:00,13.0,22.0,98.0,17.0,27.0,59.0,30.0,31.0,64.0,33.0,14.0,17.0,20.0,33.0,47.0,66.0,31.0,60.0,55.0,30.0,17.0,68.0,22.0,56.0,52.0,38.0,30.0,38.0,342.0,384.0,472.0,487.0,406.0,364.0,412.0,416.0,367.0,277.0,288.0,343.0,180.0,1088.0
2025-10-08 08:30:00,26.0,23.0,29.0,19.0,17.0,70.0,39.0,19.0,65.0,23.0,21.0,36.0,25.0,33.0,42.0,25.0,44.0,37.0,87.0,19.0,42.0,53.0,40.0,38.0,51.0,27.0,36.0,48.0,363.0,429.0,432.0,388.0,316.0,240.0,395.0,445.0,368.0,303.0,224.0,303.0,204.0,1034.0
2025-10-08 08:45:00,40.0,31.0,55.0,39.0,28.0,34.0,33.0,15.0,34.0,22.0,18.0,42.0,22.0,23.0,11.0,26.0,39.0,32.0,54.0,16.0,16.0,13.0,41.0,49.0,103.0,28.0,14.0,32.0,366.0,409.0,413.0,378.0,304.0,221.0,263.0,288.0,380.0,317.0,170.0,271.0,152.0,910.0
2025-10-08 09:00:00,30.0,27.0,51.0,52.0,31.0,38.0,38.0,18.0,93.0,23.0,27.0,22.0,24.0,39.0,44.0,43.0,16.0,22.0,39.0,18.0,23.0,18.0,42.0,52.0,61.0,41.0,33.0,52.0,353.0,336.0,384.0,387.0,346.0,276.0,408.0,446.0,434.0,290.0,281.0,295.0,151.0,1017.0
