timestamp,Station | Dostyk St,Station | Astana Mall,Station | Seifullin St,Station | Triumphal Arch,Station | Palace of Peace,Station | Zhastar Ave,Station | Khan Shatyr,Station | Shakarim St,Station | Central Park,Station | Kosmonavtov St,Station | Kenesary St,Station | Saryarka Ave,Station | Botanical Garden,Station | Abylai Khan Ave,Station | Respublika Ave,Station | Syganak St,Station | Keruen City,Station | Turan Ave,Station | Bogenbai Batyr Ave,Station | Mangilik El Ave,Station | University Quarter,Station | Expo 2017,Station | Kabanbay Batyr Ave,Station | Mega Silk Way,Station | Baiterek,Station | Sarayshyk St,Station | River Embankment,Station | Nurly Zhol,Station | Independence Square,Station | Dostyk St,Station | Astana Mall,Station | Seifullin St,Line | Line 1,Line | Line 2,Line | Line 3,Line | Line 4,Line | Line 5,Line | Line 6,Line | Line 7,Line | Line 8,Line | Line 9,District | Esil,District | Almaty,District | Saryarka,District | Baikonur,Network | Total
2026-01-18 08:40:00,10.0,22.0,34.0,22.0,24.0,15.0,50.0,10.0,30.0,24.0,26.0,25.0,25.0,14.0,20.0,27.0,42.0,64.0,41.0,17.0,21.0,25.0,55.0,46.0,53.0,38.0,47.0,39.0,40.0,29.0,28.0,16.0,419.0,367.0,305.0,385.0,315.0,264.0,153.0,249.0,209.0,283.0,277.0,284.0,135.0,979.0
2026-01-18 08:50:00,27.0,22.0,70.0,28.0,33.0,33.0,38.0,12.0,36.0,16.0,36.0,15.0,16.0,12.0,60.0,38.0,53.0,27.0,37.0,13.0,9.0,30.0,26.0,39.0,92.0,17.0,20.0,17.0,19.0,16.0,28.0,33.0,380.0,369.0,298.0,340.0,309.0,315.0,223.0,274.0,232.0,300.0,276.0,254.0,138.0,968.0
2026-01-18 09:00:00,22.0,17.0,51.0,23.0,33.0,15.0,46.0,26.0,30.0,29.0,15.0,43.0,30.0,5.0,20.0,53.0,32.0,38.0,60.0,21.0,19.0,20.0,37.0,23.0,44.0,25.0,19.0,21.0,29.0,27.0,19.0,36.0,324.0,287.0,244.0,323.0,312.0,327.0,208.0,314.0,274.0,284.0,245.0,293.0,106.0,928.0
2026-01-18 09:10:00,22.0,26.0,33.0,20.0,15.0,48.0,33.0,10.0,31.0,11.0,34.0,10.0,14.0,12.0,22.0,20.0,26.0,31.0,38.0,11.0,9.0,32.0,38.0,18.0,30.0,36.0,27.0,15.0,24.0,14.0,12.0,21.0,271.0,208.0,174.0,276.0,283.0,250.0,157.0,213.0,162.0,187.0,203.0,227.0,126.0,743.0
2026-01-18 09:20:00,28.0,31.0,38.0,13.0,20.0,24.0,43.0,10.0,27.0,10.0,18.0,31.0,19.0,17.0,23.0,18.0,31.0,34.0,44.0,13.0,12.0,19.0,27.0,18.0,68.0,31.0,18.0,23.0,34.0,19.0,8.0,50.0,335.0,263.0,240.0,300.0,297.0,269.0,164.0,206.0,178.0,273.0,182.0,242.0,122.0,819.0
2026-01-18 09:30:00,9.0,25.0,26.0,35.0,25.0,48.0,36.0,10.0,33.0,13.0,18.0,47.0,22.0,16.0,23.0,31.0,27.0,7.0,42.0,9.0,6.0,61.0,34.0,10.0,58.0,28.0,17.0,20.0,45.0,8.0,25.0,25.0,288.0,206.0,182.0,268.0,360.0,322.0,202.0,249.0,180.0,300.0,204.0,206.0,129.0,839.0
2026-01-18 09:40:00,13.0,19.0,25.0,7.0,10.0,13.0,42.0,7.0,55.0,11.0,9.0,34.0,19.0,36.0,23.0,34.0,30.0,12.0,47.0,8.0,8.0,30.0,42.0,32.0,31.0,37.0,20.0,23.0,50.0,20.0,21.0,11.0,266.0,205.0,173.0,306.0,336.0,328.0,176.0,208.0,145.0,214.0,221.0,251.0,93.0,779.0
2026-01-18 09:50:00,30.0,5.0,33.0,19.0,17.0,22.0,23.0,6.0,12.0,15.0,7.0,20.0,16.0,9.0,14.0,24.0,18.0,18.0,29.0,15.0,7.0,11.0,16.0,20.0,58.0,41.0,8.0,12.0,30.0,12.0,14.0,6.0,231.0,196.0,164.0,179.0,188.0,223.0,152.0,187.0,126.0,180.0,161.0,174.0,72.0,587.0
2026-01-18 10:00:00,11.0,50.0,34.0,13.0,18.0,14.0,26.0,13.0,40.0,7.0,23.0,20.0,9.0,28.0,8.0,29.0,13.0,20.0,42.0,23.0,5.0,6.0,13.0,21.0,30.0,29.0,9.0,22.0,23.0,11.0,7.0,25.0,213.0,162.0,172.0,276.0,291.0,248.0,143.0,153.0,139.0,155.0,169.0,196.0,122.0,642.0
2026-01-18 10:10:00,7.0,16.0,50.0,17.0,16.0,22.0,21.0,10.0,20.0,5.0,15.0,26.0,23.0,12.0,10.0,15.0,15.0,27.0,27.0,9.0,4.0,27.0,25.0,16.0,14.0,22.0,12.0,41.0,11.0,22.0,13.0,30.0,253.0,164.0,149.0,184.0,199.0,203.0,145.0,177.0,156.0,178.0,142.0,177.0,103.0,600.0
2026-01-18 10:20:00,14.0,20.0,19.0,38.0,9.0,22.0,34.0,3.0,39.0,8.0,11.0,15.0,10.0,35.0,3.0,15.0,19.0,16.0,58.0,17.0,4.0,11.0,33.0,27.0,30.0,29.0,10.0,17.0,13.0,9.0,19.0,5.0,184.0,150.0,140.0,246.0,275.0,249.0,139.0,152.0,125.0,174.0,148.0,195.0,95.0,612.0
2026-01-18 10:30:00,13.0,8.0,19.0,6.0,14.0,10.0,19.0,6.0,26.0,11.0,4.0,34.0,9.0,24.0,19.0,20.0,7.0,26.0,34.0,18.0,7.0,22.0,14.0,8.0,32.0,9.0,8.0,7.0,7.0,13.0,23.0,13.0,184.0,154.0,117.0,153.0,203.0,210.0,143.0,157.0,96.0,150.0,145.0,145.0,50.0,490.0
2026-01-18 10:40:00,11.0,11.0,13.0,4.0,6.0,14.0,26.0,6.0,21.0,6.0,10.0,17.0,11.0,9.0,16.0,13.0,18.0,10.0,15.0,10.0,2.0,12.0,19.0,30.0,50.0,8.0,2.0,17.0,10.0,6.0,14.0,6.0,178.0,159.0,142.0,157.0,153.0,137.0,91.0,115.0,69.0,158.0,90.0,105.0,70.0,423.0
2026-01-18 10:50:00,8.0,21.0,17.0,22.0,15.0,5.0,28.0,7.0,36.0,11.0,18.0,11.0,7.0,13.0,8.0,11.0,17.0,15.0,25.0,8.0,9.0,7.0,30.0,18.0,19.0,6.0,9.0,8.0,41.0,4.0,8.0,12.0,121.0,120.0,116.0,234.0,221.0,175.0,73.0,117.0,119.0,133.0,103.0,179.0,59.0,474.0
2026-01-18 11:00:00,9.0,19.0,15.0,15.0,12.0,15.0,8.0,1.0,19.0,7.0,18.0,15.0,14.0,5.0,10.0,28.0,15.0,8.0,21.0,12.0,7.0,16.0,12.0,17.0,19.0,13.0,11.0,10.0,20.0,13.0,5.0,6.0,149.0,131.0,117.0,157.0,157.0,152.0,92.0,114.0,91.0,117.0,122.0,105.0,71.0,415.0
2026-01-18 11:10:00,15.0,14.0,19.0,7.0,14.0,13.0,17.0,2.0,23.0,1.0,7.0,24.0,6.0,13.0,14.0,12.0,20.0,11.0,22.0,14.0,7.0,14.0,15.0,6.0,18.0,19.0,7.0,10.0,12.0,13.0,11.0,15.0,147.0,123.0,102.0,146.0,170.0,164.0,107.0,119.0,78.0,114.0,111.0,119.0,71.0,415.0
2026-01-18 11:20:00,6.0,8.0,29.0,9.0,10.0,23.0,20.0,5.0,19.0,5.0,16.0,4.0,12.0,15.0,10.0,17.0,7.0,7.0,21.0,15.0,3.0,7.0,7.0,16.0,21.0,25.0,7.0,4.0,11.0,3.0,3.0,11.0,138.0,108.0,84.0,135.0,150.0,148.0,97.0,102.0,86.0,103.0,111.0,105.0,57.0,376.0
2026-01-18 11:30:00,4.0,10.0,9.0,14.0,12.0,7.0,1.0,3.0,11.0,10.0,12.0,4.0,12.0,5.0,9.0,13.0,18.0,7.0,12.0,4.0,2.0,10.0,10.0,18.0,20.0,12.0,9.0,9.0,9.0,2.0,7.0,18.0,130.0,111.0,99.0,110.0,90.0,81.0,49.0,69.0,79.0,99.0,91.0,65.0,48.0,303.0
2026-01-18 11:40:00,7.0,8.0,28.0,9.0,6.0,9.0,18.0,5.0,17.0,6.0,8.0,13.0,5.0,3.0,5.0,6.0,19.0,15.0,33.0,10.0,1.0,18.0,16.0,9.0,18.0,11.0,8.0,13.0,14.0,8.0,9.0,5.0,125.0,103.0,88.0,147.0,138.0,139.0,75.0,100.0,76.0,96.0,70.0,135.0,59.0,360.0
2026-01-18 11:50:00,10.0,4.0,12.0,10.0,16.0,9.0,12.0,3.0,13.0,6.0,13.0,5.0,9.0,12.0,24.0,21.0,8.0,10.0,15.0,3.0,4.0,18.0,27.0,14.0,16.0,17.0,1.0,8.0,6.0,7.0,9.0,20.0,147.0,108.0,84.0,111.0,114.0,112.0,78.0,106.0,103.0,108.0,126.0,96.0,32.0,362.0
2026-01-18 12:00:00,13.0,13.0,9.0,1.0,10.0,11.0,13.0,5.0,14.0,5.0,6.0,3.0,12.0,10.0,11.0,9.0,20.0,16.0,12.0,6.0,6.0,8.0,4.0,17.0,19.0,5.0,5.0,6.0,6.0,6.0,7.0,16.0,127.0,122.0,113.0,127.0,105.0,94.0,62.0,72.0,55.0,95.0,74.0,79.0,56.0,304.0
2026-01-18 12:10:00,9.0,5.0,9.0,22.0,3.0,10.0,8.0,3.0,8.0,6.0,12.0,22.0,7.0,8.0,12.0,3.0,9.0,8.0,20.0,10.0,16.0,22.0,9.0,5.0,12.0,8.0,6.0,12.0,32.0,8.0,16.0,5.0,115.0,80.0,57.0,110.0,144.0,137.0,77.0,103.0,73.0,119.0,82.0,98.0,46.0,345.0
2026-01-18 12:20:00,6.0,7.0,7.0,2.0,8.0,7.0,10.0,5.0,18.0,3.0,4.0,8.0,9.0,15.0,6.0,12.0,13.0,3.0,4.0,4.0,2.0,16.0,14.0,13.0,30.0,10.0,10.0,14.0,6.0,6.0,10.0,3.0,124.0,102.0,89.0,86.0,97.0,93.0,65.0,74.0,48.0,93.0,84.0,63.0,45.0,285.0
2026-01-18 12:30:00,10.0,1.0,16.0,11.0,14.0,12.0,4.0,7.0,13.0,5.0,4.0,16.0,4.0,8.0,9.0,8.0,13.0,14.0,33.0,4.0,5.0,9.0,6.0,13.0,19.0,10.0,15.0,13.0,13.0,6.0,8.0,5.0,121.0,111.0,84.0,122.0,126.0,137.0,78.0,93.0,63.0,86.0,87.0,112.0,43.0,328.0
2026-01-18 12:40:00,14.0,10.0,9.0,8.0,8.0,7.0,24.0,4.0,18.0,6.0,8.0,13.0,5.0,8.0,16.0,20.0,8.0,3.0,17.0,12.0,4.0,4.0,12.0,16.0,3.0,5.0,10.0,12.0,22.0,5.0,5.0,14.0,105.0,86.0,58.0,134.0,140.0,133.0,76.0,94.0,77.0,91.0,91.0,99.0,49.0,330.0
2026-01-18 12:50:00,11.0,10.0,8.0,8.0,9.0,10.0,15.0,7.0,15.0,5.0,5.0,4.0,6.0,7.0,10.0,8.0,10.0,15.0,26.0,8.0,11.0,19.0,17.0,16.0,13.0,15.0,4.0,21.0,9.0,10.0,11.0,4.0,141.0,101.0,89.0,130.0,121.0,109.0,59.0,92.0,68.0,96.0,84.0,108.0,59.0,347.0
2026-01-18 13:00:00,4.0,9.0,14.0,16.0,15.0,9.0,11.0,2.0,11.0,5.0,5.0,12.0,12.0,7.0,13.0,11.0,10.0,11.0,13.0,3.0,8.0,1.0,14.0,13.0,28.0,4.0,5.0,2.0,8.0,5.0,4.0,12.0,109.0,115.0,103.0,106.0,104.0,93.0,61.0,83.0,82.0,113.0,74.0,77.0,33.0,297.0
2026-01-18 13:10:00,5.0,5.0,5.0,10.0,4.0,2.0,9.0,3.0,30.0,8.0,4.0,14.0,6.0,7.0,11.0,15.0,2.0,7.0,16.0,11.0,3.0,13.0,15.0,13.0,21.0,13.0,8.0,7.0,14.0,3.0,11.0,13.0,126.0,86.0,61.0,104.0,116.0,119.0,59.0,81.0,72.0,102.0,84.0,95.0,27.0,308.0
2026-01-18 13:20:00,11.0,8.0,8.0,2.0,11.0,10.0,21.0,2.0,5.0,6.0,9.0,19.0,7.0,10.0,9.0,13.0,26.0,15.0,12.0,6.0,3.0,12.0,4.0,11.0,38.0,14.0,6.0,19.0,19.0,6.0,2.0,13.0,156.0,135.0,122.0,137.0,126.0,109.0,73.0,78.0,51.0,126.0,86.0,76.0,69.0,357.0
2026-01-18 13:30:00,6.0,12.0,8.0,8.0,16.0,10.0,14.0,7.0,16.0,11.0,4.0,22.0,6.0,2.0,6.0,12.0,18.0,7.0,18.0,10.0,2.0,18.0,12.0,13.0,24.0,4.0,8.0,23.0,17.0,7.0,13.0,9.0,135.0,115.0,103.0,135.0,144.0,124.0,73.0,103.0,69.0,116.0,83.0,91.0,73.0,363.0
2026-01-18 13:40:00,5.0,3.0,12.0,12.0,13.0,15.0,13.0,3.0,27.0,9.0,7.0,8.0,3.0,11.0,8.0,10.0,19.0,12.0,15.0,7.0,6.0,8.0,29.0,12.0,10.0,6.0,14.0,10.0,22.0,10.0,5.0,13.0,113.0,108.0,82.0,143.0,139.0,130.0,66.0,102.0,94.0,85.0,93.0,125.0,54.0,357.0
2026-01-18 13:50:00,6.0,11.0,22.0,6.0,9.0,10.0,23.0,4.0,25.0,10.0,9.0,19.0,7.0,7.0,9.0,11.0,9.0,17.0,28.0,7.0,15.0,27.0,11.0,19.0,37.0,8.0,8.0,11.0,12.0,14.0,14.0,17.0,181.0,136.0,123.0,162.0,167.0,154.0,89.0,122.0,96.0,170.0,99.0,125.0,48.0,442.0
2026-01-18 14:00:00,1.0,12.0,12.0,6.0,5.0,14.0,11.0,4.0,18.0,17.0,9.0,15.0,15.0,7.0,16.0,9.0,15.0,5.0,28.0,14.0,5.0,7.0,10.0,12.0,11.0,15.0,6.0,7.0,25.0,12.0,9.0,17.0,137.0,111.0,87.0,140.0,153.0,138.0,67.0,96.0,80.0,99.0,105.0,103.0,62.0,369.0
2026-01-18 14:10:00,6.0,6.0,14.0,10.0,10.0,22.0,10.0,5.0,19.0,9.0,7.0,14.0,2.0,5.0,13.0,32.0,11.0,10.0,14.0,8.0,7.0,20.0,15.0,13.0,23.0,15.0,3.0,8.0,30.0,4.0,8.0,11.0,130.0,97.0,79.0,130.0,145.0,164.0,101.0,132.0,103.0,110.0,106.0,113.0,55.0,384.0
2026-01-18 14:20:00,9.0,16.0,25.0,11.0,13.0,12.0,26.0,7.0,14.0,7.0,4.0,6.0,10.0,7.0,23.0,19.0,27.0,11.0,30.0,11.0,7.0,18.0,18.0,16.0,19.0,11.0,13.0,11.0,7.0,12.0,21.0,14.0,169.0,155.0,124.0,164.0,156.0,150.0,99.0,131.0,108.0,127.0,130.0,121.0,77.0,455.0
2026-01-18 14:30:00,5.0,8.0,24.0,9.0,10.0,23.0,23.0,5.0,19.0,4.0,11.0,10.0,4.0,6.0,7.0,12.0,9.0,21.0,37.0,5.0,2.0,22.0,15.0,18.0,57.0,26.0,5.0,11.0,21.0,4.0,10.0,8.0,188.0,140.0,131.0,177.0,178.0,167.0,90.0,110.0,79.0,153.0,95.0,147.0,56.0,451.0
2026-01-18 14:40:00,11.0,6.0,13.0,10.0,15.0,14.0,12.0,0.0,31.0,13.0,12.0,17.0,17.0,18.0,6.0,19.0,20.0,15.0,12.0,10.0,3.0,8.0,15.0,14.0,50.0,35.0,16.0,7.0,20.0,3.0,18.0,10.0,191.0,166.0,140.0,157.0,175.0,173.0,110.0,123.0,83.0,141.0,155.0,117.0,57.0,470.0
2026-01-18 14:50:00,2.0,6.0,15.0,7.0,16.0,11.0,12.0,6.0,13.0,4.0,5.0,4.0,11.0,13.0,18.0,16.0,24.0,26.0,38.0,12.0,15.0,22.0,13.0,11.0,37.0,7.0,9.0,30.0,19.0,12.0,10.0,16.0,211.0,176.0,143.0,170.0,147.0,141.0,71.0,96.0,92.0,135.0,110.0,132.0,83.0,460.0
2026-01-18 15:00:00,7.0,13.0,26.0,11.0,11.0,7.0,32.0,11.0,37.0,6.0,7.0,29.0,11.0,10.0,16.0,24.0,17.0,10.0,23.0,17.0,8.0,15.0,23.0,20.0,28.0,14.0,5.0,19.0,12.0,21.0,10.0,18.0,194.0,156.0,131.0,182.0,191.0,185.0,113.0,151.0,127.0,172.0,124.0,149.0,73.0,518.0
2026-01-18 15:10:00,18.0,20.0,27.0,14.0,4.0,21.0,29.0,7.0,31.0,14.0,10.0,23.0,3.0,6.0,12.0,13.0,7.0,19.0,15.0,6.0,6.0,29.0,6.0,25.0,38.0,19.0,13.0,27.0,20.0,22.0,11.0,30.0,243.0,149.0,138.0,180.0,190.0,185.0,119.0,146.0,117.0,197.0,124.0,143.0,81.0,545.0
2026-01-18 15:20:00,11.0,7.0,23.0,18.0,8.0,37.0,53.0,5.0,20.0,13.0,7.0,20.0,11.0,11.0,18.0,20.0,22.0,14.0,26.0,10.0,4.0,16.0,14.0,16.0,25.0,28.0,17.0,8.0,17.0,16.0,25.0,6.0,185.0,157.0,119.0,190.0,231.0,210.0,147.0,172.0,103.0,169.0,163.0,130.0,84.0,546.0
2026-01-18 15:30:00,15.0,21.0,31.0,18.0,14.0,32.0,30.0,7.0,10.0,20.0,13.0,16.0,8.0,19.0,25.0,39.0,31.0,52.0,54.0,10.0,5.0,26.0,15.0,21.0,23.0,27.0,19.0,57.0,16.0,10.0,19.0,20.0,298.0,213.0,180.0,262.0,244.0,251.0,171.0,199.0,155.0,167.0,205.0,200.0,151.0,723.0
2026-01-18 15:40:00,21.0,29.0,18.0,16.0,16.0,21.0,53.0,14.0,27.0,8.0,18.0,26.0,14.0,26.0,21.0,21.0,29.0,13.0,41.0,15.0,15.0,18.0,42.0,16.0,35.0,27.0,14.0,22.0,52.0,9.0,10.0,5.0,209.0,182.0,161.0,294.0,319.0,263.0,143.0,196.0,139.0,198.0,170.0,228.0,116.0,712.0
2026-01-18 15:50:00,9.0,19.0,8.0,9.0,26.0,42.0,36.0,14.0,12.0,17.0,10.0,17.0,13.0,1.0,36.0,27.0,30.0,16.0,38.0,11.0,5.0,18.0,51.0,49.0,31.0,31.0,17.0,16.0,35.0,27.0,25.0,15.0,280.0,256.0,211.0,271.0,261.0,214.0,129.0,215.0,146.0,193.0,217.0,183.0,118.0,711.0
2026-01-18 16:00:00,10.0,12.0,37.0,18.0,20.0,31.0,23.0,10.0,47.0,14.0,17.0,21.0,22.0,18.0,21.0,39.0,24.0,13.0,35.0,12.0,10.0,28.0,24.0,17.0,95.0,26.0,23.0,16.0,48.0,23.0,17.0,17.0,313.0,270.0,226.0,256.0,289.0,303.0,173.0,213.0,169.0,251.0,218.0,224.0,95.0,788.0
2026-01-18 16:10:00,19.0,16.0,43.0,10.0,9.0,22.0,54.0,12.0,72.0,11.0,17.0,15.0,16.0,14.0,17.0,15.0,22.0,17.0,35.0,24.0,11.0,29.0,42.0,13.0,35.0,33.0,22.0,27.0,44.0,29.0,11.0,11.0,273.0,204.0,157.0,299.0,309.0,290.0,139.0,201.0,155.0,194.0,178.0,284.0,111.0,767.0
2026-01-18 16:20:00,22.0,31.0,60.0,23.0,18.0,41.0,44.0,6.0,28.0,19.0,15.0,26.0,30.0,8.0,11.0,29.0,23.0,42.0,42.0,14.0,15.0,12.0,55.0,26.0,77.0,31.0,19.0,33.0,34.0,10.0,31.0,14.0,319.0,270.0,257.0,303.0,318.0,321.0,217.0,304.0,221.0,267.0,191.0,289.0,142.0,889.0
2026-01-18 16:30:00,16.0,15.0,49.0,21.0,30.0,48.0,81.0,6.0,68.0,11.0,30.0,27.0,21.0,14.0,15.0,36.0,29.0,49.0,49.0,36.0,25.0,29.0,36.0,23.0,73.0,28.0,17.0,8.0,48.0,16.0,25.0,8.0,323.0,309.0,256.0,422.0,435.0,380.0,215.0,279.0,192.0,308.0,222.0,321.0,136.0,987.0
2026-01-18 16:40:00,15.0,16.0,30.0,15.0,30.0,36.0,75.0,9.0,39.0,25.0,22.0,56.0,21.0,13.0,15.0,55.0,38.0,44.0,84.0,35.0,15.0,44.0,51.0,66.0,31.0,62.0,25.0,33.0,27.0,15.0,36.0,18.0,409.0,320.0,261.0,441.0,434.0,391.0,241.0,328.0,218.0,341.0,298.0,299.0,158.0,1096.0
2026-01-18 16:50:00,22.0,37.0,80.0,45.0,18.0,34.0,31.0,13.0,61.0,18.0,19.0,16.0,37.0,30.0,14.0,28.0,22.0,27.0,41.0,16.0,15.0,40.0,46.0,27.0,56.0,25.0,34.0,15.0,110.0,8.0,15.0,38.0,337.0,259.0,232.0,393.0,412.0,437.0,225.0,287.0,283.0,305.0,209.0,400.0,124.0,1038.0
2026-01-18 17:00:00,28.0,18.0,24.0,65.0,43.0,26.0,16.0,10.0,42.0,25.0,25.0,23.0,19.0,13.0,22.0,46.0,25.0,50.0,57.0,8.0,18.0,15.0,10.0,29.0,91.0,15.0,24.0,57.0,46.0,20.0,21.0,15.0,365.0,331.0,295.0,351.0,330.0,326.0,181.0,231.0,213.0,291.0,254.0,267.0,134.0,946.0
2026-01-18 17:10:00,15.0,25.0,46.0,14.0,32.0,25.0,51.0,9.0,33.0,18.0,14.0,52.0,25.0,39.0,29.0,20.0,38.0,33.0,52.0,20.0,31.0,27.0,27.0,29.0,63.0,37.0,32.0,37.0,15.0,20.0,30.0,29.0,381.0,321.0,265.0,322.0,368.0,327.0,227.0,273.0,194.0,321.0,271.0,230.0,145.0,967.0
2026-01-18 17:20:00,22.0,30.0,44.0,13.0,45.0,16.0,36.0,3.0,41.0,11.0,8.0,27.0,13.0,25.0,41.0,52.0,44.0,31.0,102.0,15.0,13.0,39.0,79.0,50.0,78.0,73.0,22.0,33.0,46.0,29.0,30.0,29.0,453.0,368.0,320.0,433.0,406.0,405.0,216.0,297.0,244.0,298.0,336.0,368.0,138.0,1140.0
2026-01-18 17:30:00,15.0,34.0,78.0,25.0,13.0,13.0,43.0,9.0,77.0,39.0,7.0,42.0,23.0,22.0,20.0,57.0,22.0,46.0,69.0,13.0,21.0,31.0,63.0,50.0,65.0,26.0,33.0,24.0,23.0,34.0,9.0,54.0,419.0,319.0,287.0,384.0,352.0,405.0,236.0,346.0,346.0,354.0,260.0,380.0,106.0,1100.0
2026-01-18 17:40:00,19.0,40.0,34.0,42.0,23.0,36.0,29.0,14.0,62.0,20.0,44.0,29.0,52.0,19.0,33.0,57.0,40.0,38.0,67.0,18.0,18.0,26.0,43.0,18.0,106.0,35.0,45.0,29.0,43.0,15.0,24.0,10.0,425.0,388.0,332.0,404.0,416.0,390.0,218.0,294.0,238.0,330.0,315.0,320.0,163.0,1128.0
2026-01-18 17:50:00,59.0,26.0,41.0,25.0,36.0,34.0,56.0,10.0,84.0,18.0,40.0,40.0,26.0,17.0,33.0,9.0,39.0,47.0,139.0,33.0,28.0,50.0,58.0,29.0,118.0,24.0,51.0,37.0,53.0,35.0,17.0,18.0,501.0,447.0,356.0,549.0,542.0,493.0,217.0,314.0,207.0,390.0,280.0,491.0,169.0,1330.0
2026-01-18 18:00:00,25.0,36.0,59.0,21.0,101.0,37.0,40.0,20.0,78.0,14.0,9.0,42.0,27.0,19.0,27.0,29.0,33.0,33.0,39.0,30.0,33.0,27.0,33.0,13.0,66.0,27.0,39.0,77.0,55.0,42.0,45.0,34.0,442.0,411.0,351.0,437.0,501.0,428.0,256.0,337.0,243.0,303.0,352.0,342.0,213.0,1210.0
2026-01-18 18:10:00,29.0,24.0,47.0,23.0,30.0,35.0,32.0,22.0,80.0,39.0,18.0,41.0,45.0,23.0,18.0,45.0,44.0,29.0,24.0,24.0,17.0,19.0,19.0,46.0,56.0,37.0,28.0,20.0,49.0,8.0,39.0,21.0,351.0,328.0,282.0,376.0,395.0,412.0,259.0,333.0,233.0,300.0,285.0,299.0,147.0,1031.0
2026-01-18 18:20:00,37.0,20.0,56.0,22.0,28.0,50.0,54.0,10.0,30.0,19.0,21.0,24.0,23.0,18.0,53.0,26.0,35.0,27.0,96.0,50.0,10.0,27.0,44.0,31.0,109.0,25.0,27.0,51.0,26.0,22.0,32.0,47.0,492.0,405.0,295.0,368.0,399.0,395.0,243.0,308.0,234.0,347.0,271.0,326.0,206.0,1150.0
2026-01-18 18:30:00,19.0,13.0,24.0,37.0,50.0,48.0,84.0,24.0,53.0,25.0,18.0,44.0,10.0,11.0,37.0,51.0,70.0,33.0,71.0,39.0,15.0,34.0,25.0,36.0,79.0,50.0,36.0,48.0,46.0,10.0,27.0,38.0,450.0,400.0,301.0,474.0,465.0,394.0,224.0,302.0,239.0,377.0,315.0,295.0,218.0,1205.0
2026-01-18 18:40:00,28.0,37.0,16.0,18.0,17.0,44.0,52.0,28.0,59.0,19.0,43.0,14.0,32.0,47.0,41.0,30.0,76.0,36.0,46.0,21.0,20.0,39.0,23.0,46.0,75.0,51.0,32.0,48.0,62.0,15.0,30.0,14.0,450.0,391.0,334.0,474.0,451.0,376.0,209.0,252.0,168.0,310.0,325.0,298.0,226.0,1159.0
2026-01-18 18:50:00,35.0,25.0,43.0,17.0,55.0,70.0,48.0,19.0,98.0,23.0,18.0,15.0,19.0,44.0,20.0,40.0,35.0,36.0,27.0,14.0,11.0,40.0,34.0,64.0,35.0,26.0,30.0,47.0,40.0,20.0,23.0,41.0,392.0,328.0,289.0,446.0,463.0,435.0,270.0,313.0,228.0,290.0,299.0,332.0,191.0,1112.0
2026-01-18 19:00:00,34.0,32.0,27.0,24.0,16.0,32.0,117.0,11.0,59.0,27.0,12.0,12.0,41.0,40.0,46.0,22.0,45.0,30.0,57.0,31.0,19.0,24.0,34.0,28.0,66.0,32.0,22.0,39.0,47.0,21.0,34.0,34.0,414.0,346.0,279.0,443.0,458.0,364.0,201.0,252.0,198.0,365.0,272.0,299.0,179.0,1115.0
2026-01-18 19:10:00,32.0,26.0,16.0,35.0,26.0,39.0,89.0,14.0,53.0,12.0,18.0,20.0,12.0,29.0,34.0,36.0,62.0,19.0,60.0,12.0,14.0,28.0,54.0,37.0,62.0,18.0,35.0,37.0,42.0,24.0,26.0,27.0,345.0,323.0,268.0,432.0,428.0,353.0,198.0,263.0,208.0,324.0,258.0,290.0,176.0,1048.0
2026-01-18 19:20:00,11.0,26.0,59.0,42.0,33.0,34.0,64.0,7.0,24.0,26.0,12.0,13.0,33.0,14.0,25.0,23.0,21.0,49.0,42.0,37.0,6.0,38.0,33.0,26.0,71.0,41.0,38.0,13.0,66.0,42.0,24.0,40.0,453.0,375.0,301.0,363.0,352.0,310.0,178.0,236.0,236.0,333.0,278.0,291.0,131.0,1033.0
2026-01-18 19:30:00,8.0,17.0,49.0,36.0,46.0,32.0,12.0,10.0,35.0,14.0,7.0,18.0,21.0,15.0,15.0,23.0,14.0,29.0,28.0,24.0,21.0,27.0,30.0,23.0,86.0,20.0,21.0,43.0,25.0,18.0,42.0,16.0,343.0,297.0,254.0,236.0,277.0,275.0,187.0,247.0,199.0,260.0,221.0,214.0,130.0,825.0
2026-01-18 19:40:00,10.0,23.0,20.0,24.0,20.0,21.0,33.0,8.0,45.0,11.0,13.0,25.0,20.0,19.0,23.0,42.0,41.0,26.0,23.0,33.0,17.0,38.0,45.0,19.0,29.0,9.0,30.0,46.0,77.0,21.0,14.0,23.0,317.0,262.0,199.0,320.0,313.0,296.0,151.0,213.0,190.0,228.0,202.0,254.0,164.0,848.0
2026-01-18 19:50:00,12.0,16.0,25.0,10.0,9.0,33.0,55.0,9.0,54.0,24.0,25.0,28.0,22.0,24.0,22.0,50.0,26.0,22.0,22.0,23.0,11.0,18.0,62.0,25.0,45.0,43.0,14.0,12.0,28.0,15.0,19.0,9.0,270.0,223.0,180.0,282.0,313.0,295.0,191.0,273.0,200.0,223.0,245.0,234.0,110.0,812.0
